Concern-overloadorg.apache.oodt.cas.workflow.lifecycle -> [Wkf-topic-5, Wkf-topic-6];org.apache.oodt.cas.workflow.lifecycle -> [Wkf-topic-5, Wkf-topic-6];[Dispersed Coupling -> WorkflowLifecyclesReader.readStates, Dispersed Coupling -> WorkflowLifecycleManager.getLifecycleForWorkflow, Feature Envy -> WorkflowLifecycle.makeCopy, Shotgun Surgery -> WorkflowLifecycleStage.getName, Shotgun Surgery -> WorkflowState.getCategory]
Concern-overloadorg.apache.oodt.cas.workflow.engine -> [Wkf-topic-7, Wkf-topic-4];org.apache.oodt.cas.workflow.engine -> [Wkf-topic-7, Wkf-topic-4];[Dispersed Coupling -> TaskQuerier.persist, Feature Envy -> PrioritizedQueueBasedWorkflowEngine.getLifecycleForWorkflow, Feature Envy -> ThreadPoolWorkflowEngineFactory.getResmgrUrl, Feature Envy -> IterativeWorkflowProcessorThread.executeTaskLocally, Feature Envy -> ThreadPoolWorkflowEngine.persistWorkflowInstance]
Concern-overloadorg.apache.oodt.cas.workflow.instrepo -> [Wkf-topic-5, Wkf-topic-6, Wkf-topic-3];org.apache.oodt.cas.workflow.instrepo -> [Wkf-topic-5, Wkf-topic-6, Wkf-topic-3];[Dispersed Coupling -> MemoryWorkflowInstanceRepository.getNumWorkflowInstancesByStatus, Dispersed Coupling -> LuceneWorkflowInstanceRepository.toConditions, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.removeWorkflowInstanceMetadata, Feature Envy -> WorkflowInstanceMetadataReader.readFields, Intensive Coupling -> AbstractPaginatibleInstanceRepository.getPagedWorkflows, Shotgun Surgery -> WorkflowInstanceRepository.getWorkflowInstanceById]
Concern-overloadorg.apache.oodt.cas.workflow.structs -> [Wkf-topic-8, Wkf-topic-1, Wkf-topic-3, Wkf-topic-2];org.apache.oodt.cas.workflow.structs -> [Wkf-topic-8, Wkf-topic-1, Wkf-topic-3, Wkf-topic-2];[Feature Envy -> FILOPrioritySorter.sort, Feature Envy -> HighestPrioritySorter.sort, Shotgun Surgery -> Graph.getExecutionType, Shotgun Surgery -> Priority.getValue, Shotgun Surgery -> WorkflowInstance.setPriority, Shotgun Surgery -> Workflow.getTasks, Shotgun Surgery -> WorkflowTaskConfiguration.getProperties, Shotgun Surgery -> WorkflowCondition.isOptional, Shotgun Surgery -> ParentChildWorkflow.getGraph, Shotgun Surgery -> WorkflowInstancePage.getPageWorkflows, Shotgun Surgery -> WorkflowTask.setConditions]
Concern-overloadorg.apache.oodt.cas.workflow.examples -> [Wkf-topic-8, Wkf-topic-6];org.apache.oodt.cas.workflow.examples -> [Wkf-topic-8, Wkf-topic-6];[Dispersed Coupling -> ExternScriptTaskInstance.run, Feature Envy -> RandomStatusUpdateTask.run, Feature Envy -> LongCondition.evaluate, Feature Envy -> NumIncrementTask.run, Feature Envy -> LongTask.run]
Concern-overloadorg.apache.oodt.cas.workflow.repository -> [Wkf-topic-8, Wkf-topic-6, Wkf-topic-0];org.apache.oodt.cas.workflow.repository -> [Wkf-topic-8, Wkf-topic-6, Wkf-topic-0];[Feature Envy -> DataSourceWorkflowRepository.handleGlobalWorkflowConditions, Feature Envy -> XMLWorkflowRepository.getGlobalWorkflowConditionsTask, Feature Envy -> DataSourceWorkflowRepositoryFactory.DataSourceWorkflowRepositoryFactory, Feature Envy -> PackagedWorkflowRepository.getGlobalWorkflowConditionsTask]
HierarchicalDispersed CouplingXmlRpcWorkflowManagerClient;Dispersed Coupling -> XmlRpcWorkflowManagerClient;[Dispersed Coupling -> XmlRpcWorkflowManagerClient.getWorkflowsByEvent, Dispersed Coupling -> XmlRpcWorkflowManagerClient.getWorkflowInstances, Dispersed Coupling -> XmlRpcWorkflowManagerClient.getWorkflowInstancesByStatus, Dispersed Coupling -> XmlRpcWorkflowManagerClient.getWorkflows]
HierarchicalDispersed CouplingTaskQuerier;Dispersed Coupling -> TaskQuerier;[Dispersed Coupling -> TaskQuerier.persist, Dispersed Coupling -> TaskQuerier.run]
HierarchicalDispersed CouplingWorkflowProcessor;Dispersed Coupling -> WorkflowProcessor;[Dispersed Coupling -> TaskProcessor.getRunnableWorkflowProcessors, Dispersed Coupling -> WorkflowProcessor.isDone]
HierarchicalFeature EnvyWorkflowProcessorQueue;Feature Envy -> WorkflowProcessorQueue;[Feature Envy -> WorkflowProcessorQueue.getLifecycle, Feature Envy -> MockProcessorQueue.getProcessors]
HierarchicalIntensive CouplingAbstractPaginatibleInstanceRepository;Intensive Coupling -> AbstractPaginatibleInstanceRepository;[Intensive Coupling -> LuceneWorkflowInstanceRepository.toWorkflowInstance, Intensive Coupling -> AbstractPaginatibleInstanceRepository.getPagedWorkflows, Intensive Coupling -> LuceneWorkflowInstanceRepository.toDoc, Intensive Coupling -> DataSourceWorkflowInstanceRepository.addWorkflowInstance, Intensive Coupling -> DataSourceWorkflowInstanceRepository.updateWorkflowInstance]
HierarchicalFeature EnvyXmlRpcWorkflowManagerClient;Feature Envy -> XmlRpcWorkflowManagerClient;[Feature Envy -> XmlRpcWorkflowManagerClient.getLastPage, Feature Envy -> MockXmlRpcWorkflowManagerClient.getWorkflowInstanceById, Feature Envy -> XmlRpcWorkflowManagerClient.sendEvent, Feature Envy -> XmlRpcWorkflowManagerClient.paginateWorkflowInstances, Feature Envy -> XmlRpcWorkflowManagerClient.getTaskById, Feature Envy -> XmlRpcWorkflowManagerClient.executeDynamicWorkflow, Feature Envy -> XmlRpcWorkflowManagerClient.getPrevPage, Feature Envy -> XmlRpcWorkflowManagerClient.updateMetadataForWorkflow, Feature Envy -> XmlRpcWorkflowManagerClient.getFirstPage, Feature Envy -> MockXmlRpcWorkflowManagerClient.getNextPage, Feature Envy -> XmlRpcWorkflowManagerClient.getWorkflowsByEvent, Feature Envy -> MockXmlRpcWorkflowManagerClient.paginateWorkflowInstances, Feature Envy -> XmlRpcWorkflowManagerClient.getWorkflowInstances, Feature Envy -> XmlRpcWorkflowManagerClient.getNextPage, Feature Envy -> XmlRpcWorkflowManagerClient.getConditionById, Feature Envy -> XmlRpcWorkflowManagerClient.getWorkflows, Feature Envy -> XmlRpcWorkflowManagerClient.paginateWorkflowInstances, Feature Envy -> XmlRpcWorkflowManagerClient.getWorkflowInstancesByStatus, Feature Envy -> XmlRpcWorkflowManagerClient.updateWorkflowInstance, Feature Envy -> MockXmlRpcWorkflowManagerClient.paginateWorkflowInstances, Feature Envy -> MockXmlRpcWorkflowManagerClient.getPrevPage, Feature Envy -> MockXmlRpcWorkflowManagerClient.getLastPage, Feature Envy -> MockXmlRpcWorkflowManagerClient.getFirstPage, Feature Envy -> XmlRpcWorkflowManagerClient.getWorkflowById, Feature Envy -> XmlRpcWorkflowManagerClient.getWorkflowInstanceById]
HierarchicalShotgun SurgeryWorkflow;Shotgun Surgery -> Workflow;[Shotgun Surgery -> Workflow.getName, Shotgun Surgery -> Workflow.getTasks, Shotgun Surgery -> Workflow.getConditions, Shotgun Surgery -> ParentChildWorkflow.getGraph, Shotgun Surgery -> Workflow.setName, Shotgun Surgery -> Workflow.getId, Shotgun Surgery -> Workflow.setConditions, Shotgun Surgery -> Workflow.setTasks, Shotgun Surgery -> Workflow.setId]
HierarchicalFeature EnvyAbstractPaginatibleInstanceRepository;Feature Envy -> AbstractPaginatibleInstanceRepository;[Feature Envy -> DataSourceWorkflowInstanceRepository.addWorkflowInstanceMetadata, Feature Envy -> MemoryWorkflowInstanceRepository.paginateWorkflows, Feature Envy -> LuceneWorkflowInstanceRepository.getWorkflowInstanceById]
HierarchicalFeature EnvyWorkflowProcessor;Feature Envy -> WorkflowProcessor;[Feature Envy -> TaskProcessor.setWorkflowInstance, Feature Envy -> ConditionProcessor.setWorkflowInstance]
HierarchicalDispersed CouplingAbstractPaginatibleInstanceRepository;Dispersed Coupling -> AbstractPaginatibleInstanceRepository;[Dispersed Coupling -> MemoryWorkflowInstanceRepository.getNumWorkflowInstancesByStatus, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.getWorkflowInstances, Dispersed Coupling -> LuceneWorkflowInstanceRepository.addTasksToDoc, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.getWorkflowInstanceById, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.addWorkflowInstanceMetadata, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.getWorkflowInstancesByStatus, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.getWorkflowInstanceMetadata, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.removeWorkflowInstanceMetadata, Dispersed Coupling -> LuceneWorkflowInstanceRepository.addInstanceMetadataToDoc, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.removeWorkflowInstance, Dispersed Coupling -> LuceneWorkflowInstanceRepository.toConditions, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.getNumWorkflowInstances, Dispersed Coupling -> MemoryWorkflowInstanceRepository.getWorkflowInstancesByStatus, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.getNumWorkflowInstancesByStatus, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.addMetadataValue, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.paginateWorkflows, Dispersed Coupling -> LuceneWorkflowInstanceRepository.paginateWorkflows, Dispersed Coupling -> LuceneWorkflowInstanceRepository.addConditionsToDoc]
HierarchicalTradition BreakerAbstractPaginatibleInstanceRepository;Tradition Breaker -> AbstractPaginatibleInstanceRepository;[Tradition Breaker -> DataSourceWorkflowInstanceRepository, Tradition Breaker -> LuceneWorkflowInstanceRepository]
HierarchicalRefused Parent BequestAbstractPaginatibleInstanceRepository;Refused Parent Bequest -> AbstractPaginatibleInstanceRepository;[Refused Parent Bequest -> MemoryWorkflowInstanceRepository, Refused Parent Bequest -> LuceneWorkflowInstanceRepository, Refused Parent Bequest -> DataSourceWorkflowInstanceRepository]
Intra-classGraph;Graph;[Dispersed Coupling -> Graph.Graph, God Class -> Graph, Shotgun Surgery -> Graph.getExecutionType]
Intra-classTaskProcessor;TaskProcessor;[Dispersed Coupling -> TaskProcessor.getRunnableWorkflowProcessors, Feature Envy -> TaskProcessor.setWorkflowInstance, Refused Parent Bequest -> TaskProcessor]
Intra-classLuceneWorkflowInstanceRepository;LuceneWorkflowInstanceRepository;[Dispersed Coupling -> LuceneWorkflowInstanceRepository.toConditions, Dispersed Coupling -> LuceneWorkflowInstanceRepository.addTasksToDoc, Dispersed Coupling -> LuceneWorkflowInstanceRepository.paginateWorkflows, Dispersed Coupling -> LuceneWorkflowInstanceRepository.addConditionsToDoc, Dispersed Coupling -> LuceneWorkflowInstanceRepository.addInstanceMetadataToDoc, Feature Envy -> LuceneWorkflowInstanceRepository.getWorkflowInstanceById, God Class -> LuceneWorkflowInstanceRepository, Intensive Coupling -> LuceneWorkflowInstanceRepository.toWorkflowInstance, Intensive Coupling -> LuceneWorkflowInstanceRepository.toDoc, Refused Parent Bequest -> LuceneWorkflowInstanceRepository, Tradition Breaker -> LuceneWorkflowInstanceRepository]
Intra-classWorkflowLifecycleManager;WorkflowLifecycleManager;[Dispersed Coupling -> WorkflowLifecycleManager.getLifecycleForWorkflow, Feature Envy -> WorkflowLifecycleManager.getStage, Shotgun Surgery -> WorkflowLifecycleManager.getDefaultLifecycle]
Intra-classThreadPoolWorkflowEngine;ThreadPoolWorkflowEngine;[Feature Envy -> ThreadPoolWorkflowEngine.getWallClockMinutes, Feature Envy -> ThreadPoolWorkflowEngine.persistWorkflowInstance, Feature Envy -> ThreadPoolWorkflowEngine.resumeWorkflowInstance, God Class -> ThreadPoolWorkflowEngine]
Intra-classTestWorkflowRepository;TestWorkflowRepository;[Dispersed Coupling -> TestWorkflowRepository.testMultipleConditions, Feature Envy -> TestWorkflowRepository.validateTaskConfiguration, Feature Envy -> TestWorkflowRepository.validateBackwardsWorkflow, Feature Envy -> TestWorkflowRepository.validateTaskCondition, Feature Envy -> TestWorkflowRepository.testGetWorkflowsForEvent, Feature Envy -> TestWorkflowRepository.validateBackwardsWorkflowTasks]
Intra-classWorkflowInstance;WorkflowInstance;[God Class -> WorkflowInstance, Shotgun Surgery -> WorkflowInstance.getStatus, Shotgun Surgery -> WorkflowInstance.getPriority, Shotgun Surgery -> WorkflowInstance.setCurrentTaskId, Shotgun Surgery -> WorkflowInstance.setPriority, Shotgun Surgery -> WorkflowInstance.setState, Shotgun Surgery -> WorkflowInstance.getId, Shotgun Surgery -> WorkflowInstance.getState, Shotgun Surgery -> WorkflowInstance.getCurrentTaskId, Shotgun Surgery -> WorkflowInstance.setWorkflow, Shotgun Surgery -> WorkflowInstance.getParentChildWorkflow, Shotgun Surgery -> WorkflowInstance.getSharedContext, Shotgun Surgery -> WorkflowInstance.setId, Shotgun Surgery -> WorkflowInstance.getWorkflow, Shotgun Surgery -> WorkflowInstance.setSharedContext, Shotgun Surgery -> WorkflowInstance.setStatus]
