Concern-overloadorg.apache.oodt.cas.workflow.structs -> [Wkf-topic-8, Wkf-topic-2, Wkf-topic-1];org.apache.oodt.cas.workflow.structs -> [Wkf-topic-8, Wkf-topic-2, Wkf-topic-1];[Shotgun Surgery -> WorkflowCondition.getConditionInstanceClassName, Shotgun Surgery -> Workflow.setTasks, Shotgun Surgery -> WorkflowTask.setConditions, Shotgun Surgery -> WorkflowTaskConfiguration.getProperties, Shotgun Surgery -> WorkflowInstance.setSharedContext]
Concern-overloadorg.apache.oodt.cas.workflow.lifecycle -> [Wkf-topic-5, Wkf-topic-6];org.apache.oodt.cas.workflow.lifecycle -> [Wkf-topic-5, Wkf-topic-6];[Dispersed Coupling -> WorkflowLifecycleManager.getLifecycleForWorkflow, Dispersed Coupling -> WorkflowLifecyclesReader.addStagesToLifecycle]
Concern-overloadorg.apache.oodt.cas.workflow.engine -> [Wkf-topic-7, Wkf-topic-4];org.apache.oodt.cas.workflow.engine -> [Wkf-topic-7, Wkf-topic-4];[Dispersed Coupling -> NonBlockingThreadPoolWorkflowEngine.satisfied, Dispersed Coupling -> NonBlockingShepardThread.satisfied, Feature Envy -> NonBlockingIterativeWorkflowProcessorThread.executeTaskLocally, Feature Envy -> ThreadPoolWorkflowEngine.persistWorkflowInstance, Feature Envy -> IterativeWorkflowProcessorThread.executeTaskLocally]
Concern-overloadorg.apache.oodt.cas.workflow.repository -> [Wkf-topic-8, Wkf-topic-0, Wkf-topic-6];org.apache.oodt.cas.workflow.repository -> [Wkf-topic-8, Wkf-topic-0, Wkf-topic-6];[Dispersed Coupling -> XMLWorkflowRepository.loadEvents, Dispersed Coupling -> DataSourceWorkflowRepository.getRegisteredEvents, Feature Envy -> DataSourceWorkflowRepositoryFactory.DataSourceWorkflowRepositoryFactory]
Concern-overloadorg.apache.oodt.cas.workflow.instrepo -> [Wkf-topic-5, Wkf-topic-6, Wkf-topic-3];org.apache.oodt.cas.workflow.instrepo -> [Wkf-topic-5, Wkf-topic-6, Wkf-topic-3];[Dispersed Coupling -> MemoryWorkflowInstanceRepository.getNumWorkflowInstancesByStatus, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.removeWorkflowInstanceMetadata, Feature Envy -> WorkflowInstanceMetadataReader.readFields, Intensive Coupling -> LuceneWorkflowInstanceRepository.toWorkflowInstance, Intensive Coupling -> AbstractPaginatibleInstanceRepository.getPagedWorkflows, Shotgun Surgery -> WorkflowInstanceRepository.getWorkflowInstanceById]
Concern-overloadorg.apache.oodt.cas.workflow.examples -> [Wkf-topic-8, Wkf-topic-6];org.apache.oodt.cas.workflow.examples -> [Wkf-topic-8, Wkf-topic-6];[Dispersed Coupling -> ExternScriptTaskInstance.run, Feature Envy -> LongCondition.evaluate, Feature Envy -> LongTask.run, Feature Envy -> NumIncrementTask.run, Feature Envy -> RandomStatusUpdateTask.run]
HierarchicalIntensive CouplingAbstractPaginatibleInstanceRepository;Intensive Coupling -> AbstractPaginatibleInstanceRepository;[Intensive Coupling -> DataSourceWorkflowInstanceRepository.updateWorkflowInstance, Intensive Coupling -> LuceneWorkflowInstanceRepository.toWorkflowInstance, Intensive Coupling -> DataSourceWorkflowInstanceRepository.addWorkflowInstance, Intensive Coupling -> AbstractPaginatibleInstanceRepository.getPagedWorkflows]
HierarchicalDispersed CouplingAbstractPaginatibleInstanceRepository;Dispersed Coupling -> AbstractPaginatibleInstanceRepository;[Dispersed Coupling -> DataSourceWorkflowInstanceRepository.getNumWorkflowInstancesByStatus, Dispersed Coupling -> MemoryWorkflowInstanceRepository.getNumWorkflowInstancesByStatus, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.removeWorkflowInstanceMetadata, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.getWorkflowInstanceMetadata, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.getNumWorkflowInstances, Dispersed Coupling -> LuceneWorkflowInstanceRepository.addTasksToDoc, Dispersed Coupling -> MemoryWorkflowInstanceRepository.getWorkflowInstancesByStatus, Dispersed Coupling -> LuceneWorkflowInstanceRepository.addConditionsToDoc, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.addMetadataValue, Dispersed Coupling -> LuceneWorkflowInstanceRepository.addInstanceMetadataToDoc, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.removeWorkflowInstance, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.getWorkflowInstanceById, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.getWorkflowInstances, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.addWorkflowInstanceMetadata, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.paginateWorkflows, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.getWorkflowInstancesByStatus, Dispersed Coupling -> LuceneWorkflowInstanceRepository.paginateWorkflows]
HierarchicalFeature EnvyAbstractPaginatibleInstanceRepository;Feature Envy -> AbstractPaginatibleInstanceRepository;[Feature Envy -> MemoryWorkflowInstanceRepository.paginateWorkflows, Feature Envy -> LuceneWorkflowInstanceRepository.getWorkflowInstanceById, Feature Envy -> DataSourceWorkflowInstanceRepository.addWorkflowInstanceMetadata]
HierarchicalRefused Parent BequestAbstractPaginatibleInstanceRepository;Refused Parent Bequest -> AbstractPaginatibleInstanceRepository;[Refused Parent Bequest -> MemoryWorkflowInstanceRepository, Refused Parent Bequest -> DataSourceWorkflowInstanceRepository, Refused Parent Bequest -> LuceneWorkflowInstanceRepository]
